,uri,popularity
1199,spotify:track:3gppA9cIA46C4nomcRq1NF,65
1200,spotify:track:6keKIzkXWdbwJWMBJQUwYl,45
1201,spotify:track:78rIJddV4X0HkNAInEcYde,63
1202,spotify:track:4GvhvCrqxhpyMBUzwdDC0T,60
1203,spotify:track:6JY1IdkZGeIcPegKxjSKeb,65
1204,spotify:track:6g4ZuCOfJyY48vCaxA4yRu,36
1205,spotify:track:6GeD5g9vZTz25Egf8kxoIY,65
1206,spotify:track:6adiI26XZ7hksnPrJdLpjU,51
1207,spotify:track:02UNF1uo5f0UNgc1qx5XGt,73
1208,spotify:track:0xbHp9AXvMKteyvGuyGzBM,62
1209,spotify:track:1HCw8XKtTgWWU3JlEUR0qQ,56
1210,spotify:track:4aWmUDTfIPGksMNLV2rQP2,82
1211,spotify:track:0s46bMreG8JY7LHE0lKqp1,54
1212,spotify:track:2qtU6xY8JccohVSOH1pOj8,33
1213,spotify:track:5ETXBavoEIZcPVIVjeMP1E,15
1214,spotify:track:11pNf8SA2U3PXzLca8BFt6,49
1215,spotify:track:39MsGu3FUJ5mofWxTvDL1A,52
1216,spotify:track:2pJZ1v8HezrAoZ0Fhzby92,79
1217,spotify:track:5DEp4UmhxN7OLnYQacWZhh,5
1218,spotify:track:6Pw3Gvw4wNMZfTYZa6IQal,79
1219,spotify:track:66y7x28jXOPrcmu3D5Zjh6,80
1220,spotify:track:2CJ6CRzuRQd46asE1ucuVD,60
1221,spotify:track:3v2d3qpgx5s7cwpMg71i3O,20
1222,spotify:track:5ltecSYLGsRr6BNTlwQkEu,51
1223,spotify:track:5OXo9FTWP1urs0BxC4QNSl,43
1224,spotify:track:2HL7EWAjEm5Bhpr1iWHA4C,68
1225,spotify:track:6jTEKtJvIoECSQMEZoLmjR,37
1226,spotify:track:06IYJV7Ed3FfpJurK7OIFG,66
1227,spotify:track:7fSGbZLhWlAiCC3HDPAULu,73
1228,spotify:track:11dFghVXANMlKmJXsNCbNl,63
1229,spotify:track:3HoTiqEEY2SmTeq1XGINo3,47
1230,spotify:track:54h8xHewdRPnYzmbEHBhOO,47
1231,spotify:track:7MXVkk9YMctZqd1Srtv4MB,81
1232,spotify:track:15pjLBdN42P2gyFefUt8DD,53
1233,spotify:track:1SBj3BmNJ5SNCoC0VtlR9Z,62
1234,spotify:track:5Oh3cW5gnEEKPsHb1WrVWm,64
1235,spotify:track:4gJzpOMYyOpVnbDXlT5aWL,76
1236,spotify:track:3mxWDt0eKXfl4C1e4oIP0J,79
1237,spotify:track:5UEvfBx5yQ14HALjI8jk3t,69
1238,spotify:track:0q75NwOoFiARAVp4EXU4Bs,84
1239,spotify:track:3LYMSookeZx26HJsohpobI,45
1240,spotify:track:5AEtlRudpgdT5FtNiuly6Y,88
1241,spotify:track:6rbeWjEavBHvX2kr6lSogS,77
1242,spotify:track:7qiZfU4dY1lWllzX7mPBI3,91
1243,spotify:track:3Sy8Q6qaFefag6e8MFN5aQ,56
1244,spotify:track:5c4tB0saSkNHX5CyDosuF7,14
1245,spotify:track:3cRQnpGJ2pJEjQxBIdbKZP,13
1246,spotify:track:3fFo6Fxhh5CYTJdONE4FP9,0
1247,spotify:track:0Qh38w01QRXK6KHIv0e3hb,82
1248,spotify:track:66TRwr5uJwPt15mfFkzhbi,70
1249,spotify:track:7of1slAJIWrXxP8ikAHxje,67
1250,spotify:track:6LM8MeuL0otvdufEVtaxCP,3
1251,spotify:track:0Zbbxnx4SGGHoIow4PpISP,87
1252,spotify:track:104buTcnP2AsxqB7U1FIZ4,75
1253,spotify:track:47Sfqrh6K17VYJEagJMlki,46
1254,spotify:track:2EVv4Vxu3HGPr32CQecgHx,68
1255,spotify:track:0n7kGBIfea9zdbXvYlqiGM,60
1256,spotify:track:4jOlOsjDEn35UIE9jbfnhc,31
1257,spotify:track:5wTM2Bm8phDwHAuOsfBwhU,46
1258,spotify:track:7zTx8ePYAmPFQuxP3xlXZn,64
1259,spotify:track:0bZXIae48CY5UZ6MKuNutR,43
1260,spotify:track:042x9bsUBWW2fJgJ6fUh61,55
1261,spotify:track:5HDPtsnyb3maFmPL8LLUTG,78
1262,spotify:track:2OYPmFpM4DrqzdZO9M8XFd,42
1263,spotify:track:7pYFPMeK0TnaTGdS6qOtEr,66
1264,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,76
1265,spotify:track:0yJv0G7r1PZIl1CY5XhvkR,63
1266,spotify:track:6LEFk0KHRfahO5pOMJlbdV,77
1267,spotify:track:4ojwGTehgBRAg52jbFgzJg,70
1268,spotify:track:14oOKFGuXu8DqvOe1W8vao,18
1269,spotify:track:4z1O25cq9g2kuJemmUxc21,72
1270,spotify:track:6sWWT75s5WGeiY90WTmaSf,34
1271,spotify:track:0sZfuG1rArPovx9CdZ40vZ,65
1272,spotify:track:6AKPNSWJlVFN5YZkY0ZmaW,55
1273,spotify:track:5wjottmSzUv5TBn2fz5dhh,41
1274,spotify:track:6V1XbtfGGmfEkyBtTlapw1,0
1275,spotify:track:3n3giwxUIR5iCTH0r0DUWi,54
1276,spotify:track:3QKxz43voebR2NmdKxHQg0,63
1277,spotify:track:4OsZ1vrenrtSbqLJxOceKl,69
1278,spotify:track:3vOmmLuvEUgGaVuRsCs2QF,68
1279,spotify:track:3NgCzSW98SsqBdpYcnm4kv,75
1280,spotify:track:77KHmKnBmVGTjRCeMVXpWH,55
1281,spotify:track:5X6TnKT37TaSDkFm0598Uo,71
1282,spotify:track:5LBxMvApPk3HdsQdi6DT9L,5
1283,spotify:track:32DGGj6KlNuBr6WaqRxpxi,89
1284,spotify:track:3tvalAG6drBYzkoMMnw6og,30
1285,spotify:track:4iyH6JZBZjk3htdJdZ6r51,58
1286,spotify:track:0MIcPSq9n2z5H8TAfEstri,88
1287,spotify:track:1xVznNshNUZcvdhSwj7kAb,50
1288,spotify:track:2s76aKBWKShlwPC4xTtEEE,66
1289,spotify:track:2EEeOnHehOozLq4aS0n6SL,83
1290,spotify:track:66WPXyhXqMlkM1kZhyEXWK,36
1291,spotify:track:3GOjD8hwXOxbTF3apTqSqX,65
1292,spotify:track:0LtVx5vsq9nfpGsWgjUin6,65
1293,spotify:track:1vWT2IkRfgNC1wUT0cNAKx,31
1294,spotify:track:5Gd19NupVe5X8bAqxf9Iaz,38
1295,spotify:track:7bsnTsbiwOymZWjPF9v6Di,75
1296,spotify:track:044qU7kwVZaDwzWnRsmVVL,69
1297,spotify:track:3VZmChrnVW8JK6ano4gSED,70
1298,spotify:track:1RXw3Lly5fhnu15XtZT12F,41
1299,spotify:track:58IL315gMSTD37DOZPJ2hf,68
1300,spotify:track:4BfRDZLIiznSnwU7DdDL9N,62
1301,spotify:track:57Y51hxqMn2j3dosW75R6n,59
1302,spotify:track:1ipE3bBLWeLkIvxWUaxpSu,65
1303,spotify:track:1ophi6jCPs6FkGgUFYmhfQ,59
1304,spotify:track:1e1Tcs9pU5yGcXzJFwXViL,29
1305,spotify:track:77lGafvlU68CeHgB2pkHC9,27
1306,spotify:track:0zZ2YoqtzhDn6GYlUd4WPI,55
1307,spotify:track:6gpcs5eMhJwax4mIfKDYQk,80
1308,spotify:track:6bLopGnirdrilrpdVB6Um1,71
1309,spotify:track:2dUZGddtslNtR6cumLqM4Y,57
1310,spotify:track:4ffAqsKvY0qVJmNcU5rBTj,34
1311,spotify:track:62WcCjrcvRvRCixFFUPFbl,57
1312,spotify:track:6r46lnXFbE9fr2d3KNaGbe,77
1313,spotify:track:2HNBSacyB6jm04n9dX2Mse,61
1314,spotify:track:4KaIJ1FWXUoAAnOts1YWjD,66
1315,spotify:track:0A9wC1WP0tzt4TQTZdBirz,14
1316,spotify:track:4vkVvmjIiQibQ6zJnC1Q9z,58
1317,spotify:track:42CeaId2XNlxugDvyqHfDf,85
1318,spotify:track:4vb4mFvYsr2h6enhjJsq9Y,73
1319,spotify:track:5DCA1FOUDBURlRTNg4ganf,67
1320,spotify:track:0sSF2viFap4zeXfxUXXt6i,55
1321,spotify:track:6VHdcVbiKLYYOcMbIqBcuK,71
1322,spotify:track:2tLqh0Y49XoaM8fYz1VFR5,49
1323,spotify:track:5lYncaeq1TmmLvgVglKeq8,42
1324,spotify:track:2bBMODHVTXGwE2aZYfbgCt,66
1325,spotify:track:2JJu8J1kvXs2GbUpQVbZ47,48
1326,spotify:track:4vVb2D6RYL669h7tLYOKwx,77
1327,spotify:track:25V8NDi9if73rYvHwDKKw5,61
1328,spotify:track:2pq9pe4fR25v736ZXa8IRn,57
1329,spotify:track:4F7A0DXBrmUAkp32uenhZt,75
1330,spotify:track:4Ah7UObeoJ3dqi59OOueXW,43
1331,spotify:track:0S267WajQ4dxnaMNBqhAt3,36
1332,spotify:track:3bWAqKDWg6u1davspr5IkS,79
1333,spotify:track:3up1uPuvL5vkfJ6aOeSRtD,68
1334,spotify:track:7hDc8b7IXETo14hHIHdnhd,81
1335,spotify:track:6ukfmzdZiNhJMV3wzBgq3s,42
1336,spotify:track:167NczpNbRF7oWakJaY3Hh,74
1337,spotify:track:3xWwPvpAv1HbKFmTwf6uKR,63
1338,spotify:track:0wfbD5rAksdXUzRvMfM3x5,72
1339,spotify:track:4G0YpYB1Ullb5rgJeJoMcP,39
1340,spotify:track:1SJtlNRJDeYHioymcvsqev,81
1341,spotify:track:0iLwLI2t4G3bhnkWNSvxD0,20
1342,spotify:track:5CPqOpKSk0QcJ3dGdaWcRB,71
1343,spotify:track:3iK9QAubUYpznnsEHxJ3yd,11
1344,spotify:track:4jY6EZhYUmGb68XtApie9Q,39
1345,spotify:track:2h9L3U6h3jnfOpIAj8E86H,22
1346,spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,84
1347,spotify:track:4xsTkKQlu5BY9cEKRbmKiI,45
1348,spotify:track:01uk7IzZyFNfQTDBXxx6NB,74
1349,spotify:track:6UjfByV1lDLW0SOVQA4NAi,77
1350,spotify:track:0pGdmGx8l6OkT3FGgudLUr,33
1351,spotify:track:5YncMl3WSmzvwkiIU2K8cl,60
1352,spotify:track:3UjJP4ludb74a29P5EHEIo,67
1353,spotify:track:2xRRSWrjBy8tFJaEHMAMQS,56
1354,spotify:track:1QzjtS7kXYGPUQF1lbcX1f,49
1355,spotify:track:1Qg9jWGDkKAGZXj5v2OG59,80
1356,spotify:track:1WpQu8U3quBeGnhpZn0r7N,48
1357,spotify:track:3kFfAvGOouKO1lSlngEO4x,46
1358,spotify:track:6KNkMAENBJ6iwbKgmBxWLX,55
1359,spotify:track:79cuOz3SPQTuFrp8WgftAu,84
1360,spotify:track:3dnOHn0A5q3ny1LLLnSAty,70
1361,spotify:track:2f9LSU0aBW04w6KL26DW8r,63
1362,spotify:track:2Ce5IyMlVRVvN997ZJjJJA,27
1363,spotify:track:07MNtfddtgCo6VrUm3O9dw,59
1364,spotify:track:0iyrGs4yXc2lWQCqCgCx0C,30
1365,spotify:track:5wIeuNURiubue1VTcglU57,59
1366,spotify:track:7vJny1xQhUbflJMQvTdd8A,43
1367,spotify:track:1XCpzvtHjANEBhS9a4xqQ2,56
1368,spotify:track:79ptYtWnpAnsQutzg2xSFk,61
1369,spotify:track:6jmngk8Fwup05JZ6kgXEGX,54
1370,spotify:track:0K7Dd9DP6fvOl0mrlX0aUa,65
1371,spotify:track:6r7dQe9qCH3ag5orO2WnJw,24
1372,spotify:track:0vbbhcA6okLzvsy6WSTlLg,54
1373,spotify:track:2hgzdQdnfWwtdpZbhZlV72,75
1374,spotify:track:2SR8QbdNfzA3SUv4rt33sJ,47
1375,spotify:track:4TZy1wLyHec06pwgFYDh1a,2
1376,spotify:track:7fVC5rR2j0flcMNSu7OaOg,8
1377,spotify:track:693iqPOQvhI7PobtR8CC8v,78
1378,spotify:track:5wtjBP0OuSh6pQRj2UxpGE,26
1379,spotify:track:4kicAOmyaRrrnqOwIUKdmV,27
1380,spotify:track:1922aFVxjdiTDfKTcYqvqg,32
1381,spotify:track:1hvpDAxZPKjKztOc72sv06,50
1382,spotify:track:0yKK9to5WLMT35x8dRU1W5,62
1383,spotify:track:4ef0bZuCoMw9rPXM83Edoj,38
1384,spotify:track:2yvfansgQjr3c8oQy2qVxY,39
1385,spotify:track:20uKv8uFihEw4GSzJZ4PtS,23
1386,spotify:track:3n3EFUkEX8irsrM8eDAyhj,57
1387,spotify:track:0L9lXMXddmoBbBUeF7A9An,65
1388,spotify:track:4izg6Hydc6XGErWW6nbdsV,19
1389,spotify:track:4OMeKnO7P2taRNhqx00Cio,35
1390,spotify:track:4fzyvSu73BhGvi96p2zwjL,56
1391,spotify:track:5vRdhAag1UuNsXd0IRIOkA,46
1392,spotify:track:3slazms3TpwswQBlwZ20hb,62
1393,spotify:track:7rfiXyFb5M9BqdkvKvVEiB,75
1394,spotify:track:0ffweDHrg4bZqdG4IfGYuo,73
1395,spotify:track:2r0ECFc7nWPdRosmgo84pl,53
1396,spotify:track:6xND6dCra3zfE46LH3UQVl,39
1397,spotify:track:4UqlViBXM2Aqn4yGHMmRGv,64
1398,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,80
1399,spotify:track:1p9uW64G3nNcO9bow0OaCF,45
1400,spotify:track:6ItkmsAMKvcab9ikCN1TBW,42
1401,spotify:track:3A7qX2QjDlPnazUsRk5y0M,81
1402,spotify:track:0lJCqIx5BhZtf6QtYI2fbv,81
1403,spotify:track:1NPAfzVZZH4lVEXNVfCjsb,29
1404,spotify:track:1BssJgelMGDNOeIy7ZqgOW,70
1405,spotify:track:3bUWeXHgqfB3cnzMvApPVV,12
1406,spotify:track:5uu28fUesZMl89lf9CLrgN,75
1407,spotify:track:4pdPtRcBmOSQDlJ3Fk945m,81
1408,spotify:track:2do8RHXBj4CxG3n08KHBWZ,54
1409,spotify:track:2VJ8G0LeX2hu7RWc4suNhe,57
1410,spotify:track:0tXPhc8LvM4dPvoRwI66XQ,33
1411,spotify:track:4N1o0l5n8NFq2gQeWSHHcs,45
1412,spotify:track:7zja6rwquGA6vzLolzKrda,64
1413,spotify:track:4IM1V7mJvYJSrDQIJnQl5S,65
1414,spotify:track:3OhQfgzWYxOZ3tOOYpPvqP,37
1415,spotify:track:2QdvVCoyK0CVyy7VE45pxW,21
1416,spotify:track:5Tb85fFikL9fzEe7GNzoXi,43
1417,spotify:track:1Fv767CH5YFrjo6HwzHnpR,61
1418,spotify:track:2URkktg77zl1bNQVQAWgAp,56
1419,spotify:track:4ISve4LmIdHSZlSFCGX2aO,50
1420,spotify:track:4ricyQVd20UQde1jpXCSuJ,40
1421,spotify:track:5u5MvmVtitax9R1Mxh3reC,73
1422,spotify:track:3RJPa6DUTA3PNQCHuUN1tl,40
1423,spotify:track:6v3QCw4ca5cR4VkzpG0PHy,66
1424,spotify:track:63kgvYkyiyVAAomPuP2Ipt,57
1425,spotify:track:0RGUIOZtmOXTWOy5EjvQbP,80
1426,spotify:track:5qdaaB2RYHohGB1vglLuAf,7
1427,spotify:track:0R8P9KfGJCDULmlEoBagcO,73
1428,spotify:track:5hKjEpYrJIJs6uPl7zw6Y6,76
1429,spotify:track:4kflIGfjdZJW4ot2ioixTB,78
1430,spotify:track:1yQ8woSt5tJ7pGJyQGuc2q,57
1431,spotify:track:0fBxgiQe76HZFFqN2FUUpw,58
1432,spotify:track:6lInUeup6QClCosgJz8j4w,31
1433,spotify:track:6aRGTfmcxyKZ6pHJLpNe1c,63
1434,spotify:track:3DZef6EVqTZdhnAlCgUKzG,31
1435,spotify:track:4mpF85WbMQXxo9RKObQsv8,51
1436,spotify:track:2MHCiOohBZEQuLgDTPvSzF,76
1437,spotify:track:0nAHzduMgfhrWnZb32pf0U,14
1438,spotify:track:3ITEjanytmAGeNYsjFXqCV,19
1439,spotify:track:2cnKEkpVUSV4wnjQiTWfH6,42
1440,spotify:track:0chdEzeIcgfNYbWJBpgvzR,65
1441,spotify:track:5L56aF7d720ZaytO5UMEtb,8
1442,spotify:track:5QSYWruQQ7kBCHScI4xJ9g,70
1443,spotify:track:7jTKLKs3NDmDnJHan5M2A0,59
1444,spotify:track:0Nhu3zSYbEz32IYiobV75e,73
1445,spotify:track:6xtQ23d8GEXgcxyUKPtwc5,66
1446,spotify:track:6c6b3X8wAwVFWW59q9V17p,42
1447,spotify:track:6e6FF06I61sPC4XOFCDFRp,55
1448,spotify:track:4GEQd6D1NeNjpf0pbOgJSO,8
1449,spotify:track:5W9oqM9MkYU0DVBic748ZJ,73
1450,spotify:track:5ExsZq3AmQGxavPJOzf0M5,55
1451,spotify:track:3qVLeRdP9Z47KgQKDeG0Si,19
1452,spotify:track:09OojFvtrM9YRzRjnXqJjA,39
1453,spotify:track:11bD1JtSjlIgKgZG2134DZ,75
1454,spotify:track:5egqKwgK5r5rvGD1LrtR7J,67
1455,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,71
1456,spotify:track:5CYqCvIaZF6fuWWlFgSjHj,21
1457,spotify:track:3823DOqLpaYkxDiBrjznTp,53
1458,spotify:track:78WVLOP9pN0G3gRLFy1rAa,69
1459,spotify:track:0XJMS3oV6rv69jZElWweA8,43
1460,spotify:track:1AkTW13ysu0AJrwuM6UY0I,71
1461,spotify:track:3lCHADWP8ohxnfBiUqAN3o,73
1462,spotify:track:1IYMNvqEMDwQyL60eT54uY,60
1463,spotify:track:5A7Wefnnwn570vA3SviWv5,31
1464,spotify:track:4xlrALxuaCf9yZBHJeTSG6,84
1465,spotify:track:4CWZOyb9YHIH06yfsvY6k1,66
1466,spotify:track:64OZv7nYfdkUYF1FVzZWsY,54
1467,spotify:track:23e6ly5nFanMQOk4cAwJj2,3
1468,spotify:track:5mMchLiMiVmZETS4sp0Yfk,58
1469,spotify:track:2TsHqHZ659xRvCt7y8uKzB,53
1470,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,81
1471,spotify:track:6RIH13Hdnj4CWv6IqcgHoU,50
1472,spotify:track:1OAiWI2oPmglaOiv9fdioU,47
1473,spotify:track:5xhJmd0I15jFcEdqxfCzKk,70
1474,spotify:track:2mmivOje18ZuxkoRmNW3Ig,41
1475,spotify:track:4DTpngLjoHj5gFxEZFeD3J,85
1476,spotify:track:3BUQFs6aFWh7EFNmI8bfL7,69
1477,spotify:track:6XGhtRbAwwWKxgQCNwiUyg,25
1478,spotify:track:4sbVf9Le6JYtTWPdwcBamA,48
1479,spotify:track:0E8CA9JBoEs3tD0JQJUpQb,68
1480,spotify:track:7Lgpic8BsBJR4jFrr9abbz,68
1481,spotify:track:1dS71wzF2IvVBu2kU8GcD7,41
1482,spotify:track:15cSC6C9I5hgRcaqrbS1nM,32
1483,spotify:track:2kVHAQKVtczchKctctzbtK,78
1484,spotify:track:78caEl4OqEJtKkuF1q164K,66
1485,spotify:track:5xiBjjEVa0q9cg93Lc6jvI,33
1486,spotify:track:3NWdNMJXQm2u1X4BFge4Ag,66
1487,spotify:track:4WrS6vezaPwOafKJmHqMEU,18
1488,spotify:track:6KdptNk8Z8gPW2f10gKKAX,3
1489,spotify:track:6m8bgfRORTmgAAatOZ2kJ5,45
1490,spotify:track:7pstxLUhvsJC3M4TxHe2aI,76
1491,spotify:track:0FoQu6F6IsBvNovgPYn0xL,46
1492,spotify:track:5eZ6tAdawopZPw3Rmybpla,15
1493,spotify:track:4DTHZqu4QU3rkuxA5PWrK9,20
1494,spotify:track:0Szp49tpFasIjX04Mcsydp,75
1495,spotify:track:3noN1TxpjbjjmKqssghvg8,46
1496,spotify:track:4iKuG50iHNBaybQOo11yrN,77
1497,spotify:track:4giCxIFPZNQIP4bIZM4sqH,64
1498,spotify:track:5PUZLLiQzxBg6TijpzU3dH,50
1499,spotify:track:5ffwnb6hqsKZp8cG6q90OW,52
1500,spotify:track:2771LMNxwf62FTAdpJMQfM,86
1501,spotify:track:6D0b04NJIKfEMg040WioJQ,78
1502,spotify:track:727Ya71RqL4oMkSLly18sA,57
1503,spotify:track:2QD7DklEvkqncYacmhMukq,72
1504,spotify:track:1FgmP7AOTcn7MGYmImj0kn,68
1505,spotify:track:5yFSF6qQA1rcLsQRnBsZgb,88
1506,spotify:track:3TrNP4FXMSlARJ06YwtdKH,0
1507,spotify:track:0D8ZpOXVjapLXrjz5VfZSD,30
1508,spotify:track:1Ao6CJVxgoFnXUn4o0jBuz,49
1509,spotify:track:4tQoXujEKSRlUS42tXONw8,38
1510,spotify:track:4ZvS3wPyuNaiHefG9bJsBX,63
1511,spotify:track:51ChrwmUPDJvedPQnIU8Ls,83
1512,spotify:track:0Wyw4EtWEyZ2ZEj4qoTfhM,55
1513,spotify:track:60IkVf7UfQXmt5CwkpcX8a,58
1514,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,77
1515,spotify:track:1kOq5WUS8KYID3pJXpnX7k,64
1516,spotify:track:1jMaB19DiVR8OihLSuYFOt,65
1517,spotify:track:3FteycP8CaXS1MhjcXekVT,63
1518,spotify:track:1eVRnmGhDPATPxz6kqWuCP,8
1519,spotify:track:5WqWhg1DI6aWGLHOG8XLZP,1
1520,spotify:track:0B0tYbVp7pDQAqKDhgMeaL,72
1521,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,80
1522,spotify:track:0f0ZZmJr7UFq8D2OkTpDx0,48
1523,spotify:track:2mOtx6P21hecOcPoVuZbzF,16
1524,spotify:track:7KcGEssn7BnJdTgildK5y0,68
1525,spotify:track:5qII2n90lVdPDcgXEEVHNy,62
1526,spotify:track:5TTzhRSWQS4Yu8xTgAuq6D,57
1527,spotify:track:5WEqjIUHkwZ5h3DSE7F9bM,33
1528,spotify:track:6AHcj1Dmv7S2jYlqnIC0vN,26
1529,spotify:track:5hzBiEGCC6IUzIImitWJKy,54
1530,spotify:track:6LxbbZYulsV3tCZvKpJgSh,47
1531,spotify:track:1tS31Mkt0CPiLIQ3CIoaLg,17
1532,spotify:track:7rPLZ8Krm6CZIbraFUlnWZ,70
1533,spotify:track:6Tof6kPUc2a17GKaKz4IXz,12
1534,spotify:track:4g2j0YZdGB8x5vQjXmJsKN,64
1535,spotify:track:2byvjijA9QWZZRIrW4cIn9,27
1536,spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0,77
1537,spotify:track:6dddpSJ2HmZY1yxBT3vGeW,37
1538,spotify:track:1XcNiBBAQlSUpxgzfXpeVv,30
1539,spotify:track:1sCxVKWImDZSZKvG0U9B23,77
1540,spotify:track:0gtSPYz0OHoF7k09Auq1uC,66
1541,spotify:track:1vxw6aYJls2oq3gW0DujAo,78
1542,spotify:track:7oolFzHipTMg2nL7shhdz2,76
1543,spotify:track:6TXglvsCOo7dQrEgRiIdO0,73
1544,spotify:track:0bZcstGSV52WWUR8WkrW5p,18
1545,spotify:track:3S2R0EVwBSAVMd5UMgKTL0,64
1546,spotify:track:716p41p4BQQuUMgOP8ucpF,59
1547,spotify:track:2n6DFLtQGsiX9j8mCQQIK3,41
1548,spotify:track:2F4x7TRtf5K3LNSpEuKGhY,57
1549,spotify:track:6grsbjkrl7DN6waueAmNbm,64
1550,spotify:track:16CKvTXo5dPW2eN0Gt2UFX,17
1551,spotify:track:7hCcLbNDCVPNqAwuoutJ31,66
1552,spotify:track:7KwZNVEaqikRSBSpyhXK2j,79
1553,spotify:track:52RSmC7Hc3L01jPSo2IUMg,41
1554,spotify:track:5RtOTz6tsa5ssYJ084BaLW,58
1555,spotify:track:2rb5MvYT7ZIxbKW5hfcHx8,82
1556,spotify:track:1GyUyUFe90GoumONdrvyrd,55
1557,spotify:track:7oAraczbemGSNWqnbkU87R,35
1558,spotify:track:0qs6VLNCReflbJv8IQ8PvD,51
1559,spotify:track:1Vw6ZJSBG4BL0C318rkh3J,2
1560,spotify:track:4M3xIXqnGGmiXkcNTi3HGw,42
1561,spotify:track:2hdhm6piUJnmKXmEmskXCg,75
1562,spotify:track:6OsS4AJQJwc0xejHuneWlo,36
1563,spotify:track:1K2509CPLcuYDyM7ModAt7,66
1564,spotify:track:5dIGOJ7BpzNKCgkKR4rbr8,15
1565,spotify:track:6u0oHknFYrnUd42A6rvFly,52
1566,spotify:track:0V9cosR5jWa4fr2koARmhD,74
1567,spotify:track:5qXFbBlIF1lI7uV6hozzXQ,45
1568,spotify:track:1uzEePGfgK8WxUvqXFcgQH,51
1569,spotify:track:4aKIs5t9TqP59btlCGPrgw,77
1570,spotify:track:6YH4GanBHEi4oRsqvKFMwv,32
1571,spotify:track:49UX2xgBCUfzMw8IGRwsHv,22
1572,spotify:track:74ABBu8osxqmuFOAKcWWpG,65
1573,spotify:track:2Ti0gegn3cXnlsulQDXObj,34
1574,spotify:track:21yRtB6B8EMounImAfHRCP,75
1575,spotify:track:7lOzUJzsELALh5FQsPKTEn,68
1576,spotify:track:59RR3auWejkJ6nk2jtHr6s,58
1577,spotify:track:5b2QnYcT9rQIkhRWt4HztQ,42
1578,spotify:track:4mcZYzoGwPRDdhWVlygiHf,54
1579,spotify:track:1DnSNqCQM3LUxqFuXt184Q,35
1580,spotify:track:2VeL5ezgFikYKtKkclSxVQ,49
1581,spotify:track:6HUnnBwYZqcED1eQztxMBN,79
1582,spotify:track:1Ft13La2daEGqz5yWJC7lx,87
1583,spotify:track:3vCeDhrInX8te6SoaqZbvu,65
1584,spotify:track:1D6nV9TPfMnWm7UdVsDVfI,20
1585,spotify:track:0bp5sVqEQEwT8wFm9A7j96,28
1586,spotify:track:6yL2kTsdVwYnGwPkKGtMd5,73
1587,spotify:track:4kDjbdtK07P7TILVe36p1k,6
1588,spotify:track:790MhTXPFrYkrqCKvpg4t1,83
1589,spotify:track:6P8G8IZX5UbRPkrpWYYnIi,56
1590,spotify:track:2q6tgiA9tpb6DMguABwCWE,32
1591,spotify:track:2MVYbvZFOEd015bQWRRO0r,47
